,Disciplina,# Publicaciones,# Autores,% Hombre,% Mujer,Producción Per Cápita,año
155,"PHYSICS, CONDENSED MATTER",15,32,70,30,0.5,2018
156,"PHYSICS, FLUIDS & PLASMAS",3,3,100,0,1.0,2018
157,"PHYSICS, MATHEMATICAL",14,19,76,24,0.7,2018
158,"PHYSICS, MULTIDISCIPLINARY",15,24,83,17,0.6,2018
159,"PHYSICS, NUCLEAR",4,7,86,14,0.6,2018
160,"PHYSICS, PARTICLES & FIELDS",37,35,76,24,1.1,2018
161,PHYSIOLOGY,22,39,72,28,0.6,2018
162,PLANNING & DEVELOPMENT,3,5,100,0,0.6,2018
163,PLANT SCIENCES,90,188,67,33,0.5,2018
164,POLITICAL SCIENCE,3,3,100,0,1.0,2018
165,POLYMER SCIENCE,21,55,67,33,0.4,2018
166,PSYCHIATRY,15,24,68,32,0.6,2018
167,PSYCHOLOGY,74,104,52,48,0.7,2018
168,"PSYCHOLOGY, APPLIED",6,7,86,14,0.9,2018
169,"PSYCHOLOGY, BIOLOGICAL",1,1,100,0,1.0,2018
170,"PSYCHOLOGY, CLINICAL",29,48,56,44,0.6,2018
171,"PSYCHOLOGY, DEVELOPMENTAL",3,3,100,0,1.0,2018
172,"PSYCHOLOGY, EDUCATIONAL",6,9,67,33,0.7,2018
173,"PSYCHOLOGY, EXPERIMENTAL",7,11,45,55,0.6,2018
174,"PSYCHOLOGY, MULTIDISCIPLINARY",21,39,44,56,0.5,2018
175,"PSYCHOLOGY, SOCIAL",2,2,50,50,1.0,2018
176,PUBLIC ADMINISTRATION,5,6,100,0,0.8,2018
177,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",33,56,68,32,0.6,2018
178,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",1,2,100,0,0.5,2018
179,REHABILITATION,10,12,75,25,0.8,2018
180,RELIGION,2,2,100,0,1.0,2018
181,REMOTE SENSING,9,15,73,27,0.6,2018
182,REPRODUCTIVE BIOLOGY,7,17,69,31,0.4,2018
183,RESPIRATORY SYSTEM,18,29,86,14,0.6,2018
184,RHEUMATOLOGY,1,6,50,50,0.2,2018
185,ROBOTICS,1,1,100,0,1.0,2018
186,SOCIAL ISSUES,1,1,100,0,1.0,2018
187,"SOCIAL SCIENCES, BIOMEDICAL",1,2,0,100,0.5,2018
188,"SOCIAL SCIENCES, INTERDISCIPLINARY",5,7,86,14,0.7,2018
189,SOCIAL WORK,4,4,25,75,1.0,2018
190,SOIL SCIENCE,10,28,59,41,0.4,2018
191,SPECTROSCOPY,4,8,86,14,0.5,2018
192,SPORT SCIENCES,36,19,84,16,1.9,2018
193,STATISTICS & PROBABILITY,10,11,73,27,0.9,2018
194,SUBSTANCE ABUSE,3,13,58,42,0.2,2018
195,SURGERY,12,19,81,19,0.6,2018
196,TELECOMMUNICATIONS,5,24,80,20,0.2,2018
197,THERMODYNAMICS,9,21,81,19,0.4,2018
198,TOXICOLOGY,14,30,80,20,0.5,2018
199,TRANSPLANTATION,1,1,0,100,1.0,2018
200,TRANSPORTATION,24,36,92,8,0.7,2018
201,TRANSPORTATION SCIENCE & TECHNOLOGY,22,36,92,8,0.6,2018
202,TROPICAL MEDICINE,1,6,67,33,0.2,2018
203,URBAN STUDIES,4,4,100,0,1.0,2018
204,UROLOGY & NEPHROLOGY,5,13,0,0,0.4,2018
205,VETERINARY SCIENCES,16,50,55,45,0.3,2018
206,WATER RESOURCES,47,80,71,29,0.6,2018
207,ZOOLOGY,56,82,65,35,0.7,2018
0,ACOUSTICS,5,6,80,20,0.8,2019
1,AGRICULTURAL ECONOMICS & POLICY,5,10,60,40,0.5,2019
2,AGRICULTURAL ENGINEERING,5,15,100,0,0.3,2019
3,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",11,26,58,42,0.4,2019
4,"AGRICULTURE, MULTIDISCIPLINARY",34,76,62,38,0.4,2019
5,AGRONOMY,36,80,70,30,0.5,2019
6,ALLERGY,1,3,50,50,0.3,2019
7,ANATOMY & MORPHOLOGY,20,39,80,20,0.5,2019
8,ANESTHESIOLOGY,1,1,100,0,1.0,2019
9,ANTHROPOLOGY,7,9,50,50,0.8,2019
10,ARCHAEOLOGY,2,2,0,100,1.0,2019
11,ARCHITECTURE,6,6,83,17,1.0,2019
12,AREA STUDIES,2,4,50,50,0.5,2019
13,ART,1,1,100,0,1.0,2019
14,ASTRONOMY & ASTROPHYSICS,138,101,76,24,1.4,2019
15,AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,2,2,50,50,1.0,2019
16,AUTOMATION & CONTROL SYSTEMS,10,21,78,22,0.5,2019
17,BEHAVIORAL SCIENCES,3,3,67,33,1.0,2019
18,BIOCHEMICAL RESEARCH METHODS,13,42,54,46,0.3,2019
19,BIOCHEMISTRY & MOLECULAR BIOLOGY,120,292,66,34,0.4,2019
20,BIODIVERSITY CONSERVATION,31,58,68,32,0.5,2019
21,BIOLOGY,18,31,70,30,0.6,2019
22,BIOPHYSICS,17,33,72,28,0.5,2019
23,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,38,106,65,35,0.4,2019
24,BUSINESS,24,25,74,26,1.0,2019
25,"BUSINESS, FINANCE",5,6,100,0,0.8,2019
26,CARDIAC & CARDIOVASCULAR SYSTEMS,15,14,78,22,1.1,2019
27,CELL BIOLOGY,27,46,61,39,0.6,2019
28,CHEMISTRY,219,424,69,31,0.5,2019
29,"CHEMISTRY, ANALYTICAL",29,97,65,35,0.3,2019
30,"CHEMISTRY, APPLIED",23,63,62,38,0.4,2019
31,"CHEMISTRY, INORGANIC & NUCLEAR",7,10,50,50,0.7,2019
32,"CHEMISTRY, MEDICINAL",23,66,75,25,0.3,2019
33,"CHEMISTRY, MULTIDISCIPLINARY",96,224,72,28,0.4,2019
34,"CHEMISTRY, ORGANIC",10,18,65,35,0.6,2019
35,"CHEMISTRY, PHYSICAL",60,95,73,27,0.6,2019
36,CLINICAL NEUROLOGY,19,30,69,31,0.6,2019
37,COMMUNICATION,1,1,0,100,1.0,2019
38,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",23,47,75,25,0.5,2019
39,"COMPUTER SCIENCE, CYBERNETICS",7,20,67,33,0.4,2019
40,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE",1,3,100,0,0.3,2019
41,"COMPUTER SCIENCE, INFORMATION SYSTEMS",28,49,86,14,0.6,2019
42,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",23,32,73,27,0.7,2019
43,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",5,5,100,0,1.0,2019
44,"COMPUTER SCIENCE, THEORY & METHODS",8,15,80,20,0.5,2019
45,CONSTRUCTION & BUILDING TECHNOLOGY,21,23,79,21,0.9,2019
46,CRIMINOLOGY & PENOLOGY,1,2,0,100,0.5,2019
47,CRITICAL CARE MEDICINE,1,2,50,50,0.5,2019
48,CRYSTALLOGRAPHY,4,6,50,50,0.7,2019
49,"DENTISTRY, ORAL SURGERY & MEDICINE",14,20,50,50,0.7,2019
50,DERMATOLOGY,3,4,50,50,0.8,2019
51,DEVELOPMENT STUDIES,2,5,60,40,0.4,2019
52,DEVELOPMENTAL BIOLOGY,24,49,54,46,0.5,2019
53,ECOLOGY,72,107,63,37,0.7,2019
54,ECONOMICS,38,46,86,14,0.8,2019
55,EDUCATION & EDUCATIONAL RESEARCH,20,29,62,38,0.7,2019
56,"EDUCATION, SCIENTIFIC DISCIPLINES",2,6,83,17,0.3,2019
57,"EDUCATION, SPECIAL",1,3,0,100,0.3,2019
58,ELECTROCHEMISTRY,11,34,84,16,0.3,2019
59,ENDOCRINOLOGY & METABOLISM,25,72,57,43,0.3,2019
60,ENERGY & FUELS,40,77,87,13,0.5,2019
61,"ENGINEERING, AEROSPACE",1,2,100,0,0.5,2019
62,"ENGINEERING, BIOMEDICAL",13,22,69,31,0.6,2019
63,"ENGINEERING, CHEMICAL",30,86,67,33,0.3,2019
64,"ENGINEERING, CIVIL",36,34,86,14,1.1,2019
65,"ENGINEERING, ELECTRICAL & ELECTRONIC",61,86,89,11,0.7,2019
66,"ENGINEERING, ENVIRONMENTAL",31,75,63,37,0.4,2019
67,"ENGINEERING, GEOLOGICAL",7,9,86,14,0.8,2019
68,"ENGINEERING, INDUSTRIAL",25,44,91,9,0.6,2019
69,"ENGINEERING, MANUFACTURING",3,3,100,0,1.0,2019
70,"ENGINEERING, MECHANICAL",5,7,100,0,0.7,2019
71,"ENGINEERING, MULTIDISCIPLINARY",17,36,82,18,0.5,2019
72,ENTOMOLOGY,20,29,86,14,0.7,2019
73,ENVIRONMENTAL SCIENCES,142,278,73,27,0.5,2019
74,ENVIRONMENTAL STUDIES,29,64,77,23,0.5,2019
75,ETHICS,2,6,50,50,0.3,2019
76,EVOLUTIONARY BIOLOGY,20,24,70,30,0.8,2019
77,FAMILY STUDIES,4,5,20,80,0.8,2019
78,FISHERIES,51,99,59,41,0.5,2019
79,FOOD SCIENCE & TECHNOLOGY,65,150,66,34,0.4,2019
80,FORESTRY,25,76,77,23,0.3,2019
81,GENETICS & HEREDITY,31,48,68,32,0.6,2019
82,GEOCHEMISTRY & GEOPHYSICS,14,25,83,17,0.6,2019
83,GEOGRAPHY,10,15,50,50,0.7,2019
84,"GEOGRAPHY, PHYSICAL",19,27,70,30,0.7,2019
85,GEOLOGY,58,86,79,21,0.7,2019
86,"GEOSCIENCES, MULTIDISCIPLINARY",51,78,83,17,0.7,2019
87,GERIATRICS & GERONTOLOGY,8,25,68,32,0.3,2019
88,GERONTOLOGY,3,11,63,38,0.3,2019
89,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,28,61,73,27,0.5,2019
90,HEALTH CARE SCIENCES & SERVICES,9,11,91,9,0.8,2019
91,HEALTH POLICY & SERVICES,5,5,100,0,1.0,2019
92,HEMATOLOGY,2,7,57,43,0.3,2019
93,HISTORY,6,5,80,20,1.2,2019
94,HISTORY OF SOCIAL SCIENCES,2,1,100,0,2.0,2019
95,HORTICULTURE,19,44,80,20,0.4,2019
96,"HOSPITALITY, LEISURE, SPORT & TOURISM",3,2,100,0,1.5,2019
97,"HUMANITIES, MULTIDISCIPLINARY",17,27,56,44,0.6,2019
98,IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY,2,4,50,50,0.5,2019
99,IMMUNOLOGY,45,106,60,40,0.4,2019
100,INFECTIOUS DISEASES,23,53,56,44,0.4,2019
101,INFORMATION SCIENCE & LIBRARY SCIENCE,4,12,75,25,0.3,2019
102,INSTRUMENTS & INSTRUMENTATION,12,33,77,23,0.4,2019
103,INTEGRATIVE & COMPLEMENTARY MEDICINE,7,12,80,20,0.6,2019
104,INTERNATIONAL RELATIONS,1,1,100,0,1.0,2019
105,LANGUAGE & LINGUISTICS,19,26,65,35,0.7,2019
106,LAW,5,7,83,17,0.7,2019
107,LIMNOLOGY,6,19,79,21,0.3,2019
108,LINGUISTICS,20,27,67,33,0.7,2019
109,LITERATURE,14,15,58,42,0.9,2019
110,"LITERATURE, ROMANCE",14,15,58,42,0.9,2019
111,LOGIC,1,1,100,0,1.0,2019
112,MANAGEMENT,20,16,93,7,1.3,2019
113,MARINE & FRESHWATER BIOLOGY,116,189,66,34,0.6,2019
114,"MATERIALS SCIENCE, BIOMATERIALS",3,5,60,40,0.6,2019
115,"MATERIALS SCIENCE, CERAMICS",3,4,100,0,0.8,2019
116,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING",1,4,50,50,0.3,2019
117,"MATERIALS SCIENCE, COATINGS & FILMS",5,14,60,40,0.4,2019
118,"MATERIALS SCIENCE, COMPOSITES",3,11,90,10,0.3,2019
119,"MATERIALS SCIENCE, MULTIDISCIPLINARY",94,154,81,19,0.6,2019
120,"MATERIALS SCIENCE, PAPER & WOOD",10,29,78,22,0.3,2019
121,"MATERIALS SCIENCE, TEXTILES",4,9,89,11,0.4,2019
122,MATHEMATICAL & COMPUTATIONAL BIOLOGY,9,13,75,25,0.7,2019
123,MATHEMATICS,156,129,82,18,1.2,2019
124,"MATHEMATICS, APPLIED",103,86,87,13,1.2,2019
125,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",16,26,77,23,0.6,2019
126,MECHANICS,9,12,83,17,0.8,2019
127,MEDICAL ETHICS,2,6,50,50,0.3,2019
128,MEDICAL INFORMATICS,2,1,100,0,2.0,2019
129,MEDICAL LABORATORY TECHNOLOGY,1,8,50,50,0.1,2019
130,"MEDICINE, GENERAL & INTERNAL",64,108,55,45,0.6,2019
131,"MEDICINE, RESEARCH & EXPERIMENTAL",30,60,60,40,0.5,2019
132,MEDIEVAL & RENAISSANCE STUDIES,1,1,100,0,1.0,2019
133,METALLURGY & METALLURGICAL ENGINEERING,19,30,81,19,0.6,2019
134,METEOROLOGY & ATMOSPHERIC SCIENCES,14,31,70,30,0.5,2019
135,MICROBIOLOGY,28,61,57,43,0.5,2019
136,MICROSCOPY,5,6,100,0,0.8,2019
137,MINERALOGY,7,10,70,30,0.7,2019
138,MINING & MINERAL PROCESSING,15,17,75,25,0.9,2019
139,MULTIDISCIPLINARY SCIENCES,75,166,71,29,0.5,2019
140,MUSIC,4,9,78,22,0.4,2019
141,MYCOLOGY,5,8,43,57,0.6,2019
142,NANOSCIENCE & NANOTECHNOLOGY,16,37,88,12,0.4,2019
143,NEUROIMAGING,2,4,25,75,0.5,2019
144,NEUROSCIENCES,39,86,64,36,0.5,2019
145,NUCLEAR SCIENCE & TECHNOLOGY,1,1,100,0,1.0,2019
146,NURSING,1,2,50,50,0.5,2019
147,NUTRITION & DIETETICS,42,80,55,45,0.5,2019
148,OBSTETRICS & GYNECOLOGY,33,61,53,47,0.5,2019
149,OCEANOGRAPHY,57,102,63,37,0.6,2019
150,ONCOLOGY,12,17,63,38,0.7,2019
151,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,24,19,83,17,1.3,2019
152,OPHTHALMOLOGY,5,6,67,33,0.8,2019
153,OPTICS,8,19,81,19,0.4,2019
154,ORTHOPEDICS,8,6,100,0,1.3,2019
155,OTORHINOLARYNGOLOGY,2,2,100,0,1.0,2019
156,PALEONTOLOGY,5,5,80,20,1.0,2019
157,PARASITOLOGY,19,37,70,30,0.5,2019
158,PATHOLOGY,2,2,50,50,1.0,2019
159,PEDIATRICS,22,39,69,31,0.6,2019
160,PERIPHERAL VASCULAR DISEASE,13,22,91,9,0.6,2019
161,PHARMACOLOGY & PHARMACY,50,116,67,33,0.4,2019
162,PHILOSOPHY,9,9,86,14,1.0,2019
163,"PHYSICS, APPLIED",30,60,82,18,0.5,2019
164,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL",16,25,82,18,0.6,2019
165,"PHYSICS, CONDENSED MATTER",9,18,88,13,0.5,2019
166,"PHYSICS, FLUIDS & PLASMAS",3,3,100,0,1.0,2019
167,"PHYSICS, MATHEMATICAL",18,16,93,7,1.1,2019
168,"PHYSICS, MULTIDISCIPLINARY",8,13,92,8,0.6,2019
169,"PHYSICS, NUCLEAR",3,6,100,0,0.5,2019
170,"PHYSICS, PARTICLES & FIELDS",33,32,89,11,1.0,2019
171,PHYSIOLOGY,28,61,64,36,0.5,2019
172,PLANT SCIENCES,104,214,62,38,0.5,2019
173,POLITICAL SCIENCE,5,7,67,33,0.7,2019
174,POLYMER SCIENCE,29,76,76,24,0.4,2019
175,PRIMARY HEALTH CARE,1,1,100,0,1.0,2019
176,PSYCHIATRY,29,31,44,56,0.9,2019
177,PSYCHOLOGY,73,124,54,46,0.6,2019
178,"PSYCHOLOGY, APPLIED",4,6,50,50,0.7,2019
179,"PSYCHOLOGY, BIOLOGICAL",4,5,100,0,0.8,2019
180,"PSYCHOLOGY, CLINICAL",26,59,46,54,0.4,2019
181,"PSYCHOLOGY, DEVELOPMENTAL",7,15,47,53,0.5,2019
182,"PSYCHOLOGY, EDUCATIONAL",4,9,67,33,0.4,2019
183,"PSYCHOLOGY, EXPERIMENTAL",7,9,75,25,0.8,2019
184,"PSYCHOLOGY, MULTIDISCIPLINARY",24,45,60,40,0.5,2019
185,"PSYCHOLOGY, SOCIAL",2,8,67,33,0.3,2019
186,PUBLIC ADMINISTRATION,7,9,44,56,0.8,2019
187,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",35,77,59,41,0.5,2019
188,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",4,8,63,38,0.5,2019
189,REGIONAL & URBAN PLANNING,3,3,67,33,1.0,2019
190,REHABILITATION,8,7,86,14,1.1,2019
191,RELIGION,4,4,100,0,1.0,2019
192,REMOTE SENSING,9,22,100,0,0.4,2019
193,REPRODUCTIVE BIOLOGY,31,58,60,40,0.5,2019
194,RESPIRATORY SYSTEM,10,16,50,50,0.6,2019
195,RHEUMATOLOGY,1,1,0,0,1.0,2019
196,ROBOTICS,2,9,67,33,0.2,2019
197,SOCIAL ISSUES,1,1,0,0,1.0,2019
198,"SOCIAL SCIENCES, BIOMEDICAL",2,6,50,50,0.3,2019
199,"SOCIAL SCIENCES, INTERDISCIPLINARY",13,31,41,59,0.4,2019
200,"SOCIAL SCIENCES, MATHEMATICAL METHODS",4,4,75,25,1.0,2019
201,SOCIAL WORK,1,1,100,0,1.0,2019
202,SOCIOLOGY,6,12,67,33,0.5,2019
203,SOIL SCIENCE,17,38,79,21,0.4,2019
204,SPECTROSCOPY,4,15,69,31,0.3,2019
205,SPORT SCIENCES,38,32,86,14,1.2,2019
206,STATISTICS & PROBABILITY,14,17,75,25,0.8,2019
207,SUBSTANCE ABUSE,4,5,67,33,0.8,2019
208,SURGERY,12,23,90,10,0.5,2019
209,TELECOMMUNICATIONS,11,28,88,12,0.4,2019
210,THERMODYNAMICS,8,11,80,20,0.7,2019
211,TOXICOLOGY,18,36,73,27,0.5,2019
212,TRANSPLANTATION,1,1,0,0,1.0,2019
213,TRANSPORTATION,4,5,80,20,0.8,2019
214,TRANSPORTATION SCIENCE & TECHNOLOGY,2,2,100,0,1.0,2019
215,TROPICAL MEDICINE,4,7,86,14,0.6,2019
216,URBAN STUDIES,9,6,80,20,1.5,2019
217,UROLOGY & NEPHROLOGY,2,3,67,33,0.7,2019
218,VETERINARY SCIENCES,49,113,62,38,0.4,2019
219,VIROLOGY,2,8,71,29,0.3,2019
220,WATER RESOURCES,52,86,74,26,0.6,2019
221,ZOOLOGY,39,66,69,31,0.6,2019
0,ACOUSTICS,4,3,100,0,1.3,2020
1,AGRICULTURAL ECONOMICS & POLICY,1,1,100,0,1.0,2020
2,AGRICULTURAL ENGINEERING,1,1,100,0,1.0,2020
3,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",5,17,50,50,0.3,2020
4,"AGRICULTURE, MULTIDISCIPLINARY",12,34,73,27,0.4,2020
5,AGRONOMY,15,49,75,25,0.3,2020
6,ALLERGY,1,1,100,0,1.0,2020
7,ANATOMY & MORPHOLOGY,7,10,70,30,0.7,2020
8,ANTHROPOLOGY,3,5,40,60,0.6,2020
9,ARCHAEOLOGY,1,1,0,100,1.0,2020
10,ARCHITECTURE,3,6,67,33,0.5,2020
11,ASTRONOMY & ASTROPHYSICS,49,49,79,21,1.0,2020
12,AUTOMATION & CONTROL SYSTEMS,1,2,100,0,0.5,2020
13,BEHAVIORAL SCIENCES,4,5,80,20,0.8,2020
14,BIOCHEMICAL RESEARCH METHODS,3,9,86,14,0.3,2020
15,BIOCHEMISTRY & MOLECULAR BIOLOGY,50,117,75,25,0.4,2020
16,BIODIVERSITY CONSERVATION,15,25,65,35,0.6,2020
17,BIOLOGY,6,13,44,56,0.5,2020
18,BIOPHYSICS,12,11,70,30,1.1,2020
19,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,9,26,83,17,0.3,2020
20,BUSINESS,11,18,78,22,0.6,2020
21,"BUSINESS, FINANCE",1,1,100,0,1.0,2020
22,CARDIAC & CARDIOVASCULAR SYSTEMS,5,5,100,0,1.0,2020
23,CELL BIOLOGY,19,29,54,46,0.7,2020
24,CHEMISTRY,94,196,72,28,0.5,2020
25,"CHEMISTRY, ANALYTICAL",10,35,84,16,0.3,2020
26,"CHEMISTRY, APPLIED",20,42,78,22,0.5,2020
27,"CHEMISTRY, INORGANIC & NUCLEAR",3,11,67,33,0.3,2020
28,"CHEMISTRY, MEDICINAL",19,38,70,30,0.5,2020
29,"CHEMISTRY, MULTIDISCIPLINARY",36,85,67,33,0.4,2020
30,"CHEMISTRY, ORGANIC",7,19,88,12,0.4,2020
31,"CHEMISTRY, PHYSICAL",28,56,77,23,0.5,2020
32,CLINICAL NEUROLOGY,6,6,50,50,1.0,2020
33,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",8,8,100,0,1.0,2020
34,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE",1,3,100,0,0.3,2020
35,"COMPUTER SCIENCE, INFORMATION SYSTEMS",15,34,73,27,0.4,2020
36,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",15,27,70,30,0.6,2020
37,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",2,2,100,0,1.0,2020
38,"COMPUTER SCIENCE, THEORY & METHODS",4,5,100,0,0.8,2020
39,CONSTRUCTION & BUILDING TECHNOLOGY,8,14,67,33,0.6,2020
40,CRIMINOLOGY & PENOLOGY,1,1,0,100,1.0,2020
41,CRYSTALLOGRAPHY,1,5,60,40,0.2,2020
42,DEMOGRAPHY,1,1,0,100,1.0,2020
43,"DENTISTRY, ORAL SURGERY & MEDICINE",6,5,75,25,1.2,2020
44,DEVELOPMENT STUDIES,3,6,83,17,0.5,2020
45,ECOLOGY,38,63,68,32,0.6,2020
46,ECONOMICS,15,26,77,23,0.6,2020
47,EDUCATION & EDUCATIONAL RESEARCH,5,11,45,55,0.5,2020
48,ELECTROCHEMISTRY,2,6,100,0,0.3,2020
49,ENDOCRINOLOGY & METABOLISM,5,9,78,22,0.6,2020
50,ENERGY & FUELS,16,43,73,27,0.4,2020
51,"ENGINEERING, BIOMEDICAL",1,1,100,0,1.0,2020
52,"ENGINEERING, CHEMICAL",18,45,68,32,0.4,2020
53,"ENGINEERING, CIVIL",16,30,89,11,0.5,2020
54,"ENGINEERING, ELECTRICAL & ELECTRONIC",20,49,96,4,0.4,2020
55,"ENGINEERING, ENVIRONMENTAL",15,33,55,45,0.5,2020
56,"ENGINEERING, GEOLOGICAL",2,2,100,0,1.0,2020
57,"ENGINEERING, INDUSTRIAL",4,7,100,0,0.6,2020
58,"ENGINEERING, MECHANICAL",2,4,100,0,0.5,2020
59,"ENGINEERING, MULTIDISCIPLINARY",9,21,95,5,0.4,2020
60,ENTOMOLOGY,7,20,63,37,0.4,2020
61,ENVIRONMENTAL SCIENCES,75,131,67,33,0.6,2020
62,ENVIRONMENTAL STUDIES,13,24,83,17,0.5,2020
63,EVOLUTIONARY BIOLOGY,7,8,60,40,0.9,2020
64,FAMILY STUDIES,1,1,0,100,1.0,2020
65,FISHERIES,15,40,54,46,0.4,2020
66,FOOD SCIENCE & TECHNOLOGY,17,37,65,35,0.5,2020
67,FORESTRY,14,32,80,20,0.4,2020
68,GASTROENTEROLOGY & HEPATOLOGY,1,4,0,100,0.3,2020
69,GENETICS & HEREDITY,11,26,52,48,0.4,2020
70,GEOCHEMISTRY & GEOPHYSICS,2,5,67,33,0.4,2020
71,GEOGRAPHY,2,3,67,33,0.7,2020
72,"GEOGRAPHY, PHYSICAL",7,16,69,31,0.4,2020
73,GEOLOGY,22,32,69,31,0.7,2020
74,"GEOSCIENCES, MULTIDISCIPLINARY",20,31,69,31,0.6,2020
75,GERIATRICS & GERONTOLOGY,6,8,43,57,0.8,2020
76,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,12,28,78,22,0.4,2020
77,HEALTH CARE SCIENCES & SERVICES,4,5,80,20,0.8,2020
78,HEALTH POLICY & SERVICES,2,2,100,0,1.0,2020
79,HISTORY,1,1,100,0,1.0,2020
80,HORTICULTURE,7,26,65,35,0.3,2020
81,"HOSPITALITY, LEISURE, SPORT & TOURISM",2,2,100,0,1.0,2020
82,IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY,1,1,100,0,1.0,2020
83,IMMUNOLOGY,8,21,63,37,0.4,2020
84,INFECTIOUS DISEASES,7,8,43,57,0.9,2020
85,INFORMATION SCIENCE & LIBRARY SCIENCE,1,1,100,0,1.0,2020
86,INSTRUMENTS & INSTRUMENTATION,5,17,88,12,0.3,2020
87,LANGUAGE & LINGUISTICS,3,4,75,25,0.8,2020
88,LIMNOLOGY,2,7,57,43,0.3,2020
89,LINGUISTICS,3,4,75,25,0.8,2020
90,LITERATURE,1,2,50,50,0.5,2020
91,"LITERATURE, ROMANCE",1,2,50,50,0.5,2020
92,MANAGEMENT,11,16,75,25,0.7,2020
93,MARINE & FRESHWATER BIOLOGY,41,77,63,37,0.5,2020
94,"MATERIALS SCIENCE, BIOMATERIALS",2,2,0,100,1.0,2020
95,"MATERIALS SCIENCE, CERAMICS",6,18,92,8,0.3,2020
96,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING",1,1,100,0,1.0,2020
97,"MATERIALS SCIENCE, COATINGS & FILMS",1,1,0,100,1.0,2020
98,"MATERIALS SCIENCE, MULTIDISCIPLINARY",28,64,79,21,0.4,2020
99,"MATERIALS SCIENCE, PAPER & WOOD",6,6,83,17,1.0,2020
100,MATHEMATICAL & COMPUTATIONAL BIOLOGY,2,7,100,0,0.3,2020
101,MATHEMATICS,56,71,85,15,0.8,2020
102,"MATHEMATICS, APPLIED",32,43,82,18,0.7,2020
103,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",7,12,89,11,0.6,2020
104,MECHANICS,6,11,90,10,0.5,2020
105,MEDICAL INFORMATICS,2,10,75,25,0.2,2020
106,"MEDICINE, GENERAL & INTERNAL",16,37,68,32,0.4,2020
107,"MEDICINE, LEGAL",1,3,67,33,0.3,2020
108,"MEDICINE, RESEARCH & EXPERIMENTAL",8,11,75,25,0.7,2020
109,METALLURGY & METALLURGICAL ENGINEERING,9,12,91,9,0.8,2020
110,METEOROLOGY & ATMOSPHERIC SCIENCES,12,17,69,31,0.7,2020
111,MICROBIOLOGY,13,40,70,30,0.3,2020
112,MICROSCOPY,4,4,100,0,1.0,2020
113,MINERALOGY,6,14,58,42,0.4,2020
114,MINING & MINERAL PROCESSING,7,15,67,33,0.5,2020
115,MULTIDISCIPLINARY SCIENCES,14,27,61,39,0.5,2020
116,MYCOLOGY,2,7,43,57,0.3,2020
117,NANOSCIENCE & NANOTECHNOLOGY,6,14,92,8,0.4,2020
118,NEUROIMAGING,3,4,33,67,0.8,2020
119,NEUROSCIENCES,16,16,69,31,1.0,2020
120,NUCLEAR SCIENCE & TECHNOLOGY,1,1,0,0,1.0,2020
121,NUTRITION & DIETETICS,9,17,77,23,0.5,2020
122,OBSTETRICS & GYNECOLOGY,4,12,56,44,0.3,2020
123,OCEANOGRAPHY,10,13,92,8,0.8,2020
124,ONCOLOGY,1,2,50,50,0.5,2020
125,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,9,8,67,33,1.1,2020
126,OPHTHALMOLOGY,3,1,100,0,3.0,2020
127,OPTICS,3,5,100,0,0.6,2020
128,ORTHOPEDICS,1,1,100,0,1.0,2020
129,PARASITOLOGY,6,7,67,33,0.9,2020
130,PATHOLOGY,1,3,67,33,0.3,2020
131,PEDIATRICS,7,9,50,50,0.8,2020
132,PERIPHERAL VASCULAR DISEASE,1,1,100,0,1.0,2020
133,PHARMACOLOGY & PHARMACY,34,77,71,29,0.4,2020
134,PHILOSOPHY,5,5,100,0,1.0,2020
135,"PHYSICS, APPLIED",4,9,78,22,0.4,2020
